ItemID,Bar,License,Item,Price,State
823,"EL MARIACHI",107629-9856,"Cheesecake eggrolls",453.69,Pennsylvania
824,"EL MARIACHI",107629-9856,"Iresh Breakfast",513.69,Pennsylvania
825,"EL MARIACHI",107629-9856,Busch,173.69,Pennsylvania
826,"EL MARIACHI",107629-9856,Tsingtao,293.69,Pennsylvania
1003,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Natural Light",196.05,Idaho
1004,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Mozzarella sticks",56.05,Idaho
1005,"HANARO RESTAURANT AND LOUNGE",367303-7044,Icehouse,366.05,Idaho
1006,"HANARO RESTAURANT AND LOUNGE",367303-7044,Sprite,586.05,Idaho
1007,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Stella Artois",136.05,Idaho
1008,"HANARO RESTAURANT AND LOUNGE",367303-7044,"7 Up",636.05,Idaho
1009,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Farro Salad",86.05,Idaho
1010,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Pabst Blue Ribbon",116.05,Idaho
1011,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Steel Reserve",356.05,Idaho
1012,"HANARO RESTAURANT AND LOUNGE",367303-7044,White,676.05,Idaho
1013,"HANARO RESTAURANT AND LOUNGE",367303-7044,Fanta,616.05,Idaho
1643,Moonshiner,807305-7500,"Fried Pickles",419.29,Florida
1644,Moonshiner,807305-7500,"Tater Tots",409.29,Florida
1645,Moonshiner,807305-7500,"Coors Banquet",349.29,Florida
1646,Moonshiner,807305-7500,"Stella Artois",139.29,Florida
1647,Moonshiner,807305-7500,"Purple Rain",749.29,Florida
1648,Moonshiner,807305-7500,"Dos Equis",339.29,Florida
1649,Moonshiner,807305-7500,Pepsi-Cola,569.29,Florida
1650,Moonshiner,807305-7500,"Bud Ice",129.29,Florida
1651,Moonshiner,807305-7500,"Coors Light",259.29,Florida
1652,Moonshiner,807305-7500,"Natural Light",199.29,Florida
1653,Moonshiner,807305-7500,"Miller Lite",239.29,Florida
1654,Moonshiner,807305-7500,White,679.29,Florida
1,"A.P. Stump's",MA12347,Monster,644.39,Ohio
2,"A.P. Stump's",MA12347,"French Toast",484.39,Ohio
3,"A.P. Stump's",MA12347,Wings,44.39,Ohio
4,"A.P. Stump's",MA12347,"Miller Lite",234.39,Ohio
5,"A.P. Stump's",MA12347,Pancakes,494.39,Ohio
6,"A.P. Stump's",MA12347,Budweiser,244.39,Ohio
7,"A.P. Stump's",MA12347,"Strawberry Cheesecake",464.39,Ohio
8,"A.P. Stump's",MA12347,"Lamb Chops",544.39,Ohio
9,"A.P. Stump's",MA12347,"Corona Extra",224.39,Ohio
10,"A.P. Stump's",MA12347,"Diet Pepsi",594.39,Ohio
11,"A.P. Stump's",MA12347,Guinness,394.39,Ohio
1256,"La Fine Mousse",234798-4284,"Chicken Buger",449.29,Vermont
1257,"La Fine Mousse",234798-4284,Tsingtao,299.29,Vermont
1258,"La Fine Mousse",234798-4284,"Busch Light",189.29,Vermont
1259,"La Fine Mousse",234798-4284,Heineken,169.29,Vermont
1260,"La Fine Mousse",234798-4284,Nachos,39.29,Vermont
1261,"La Fine Mousse",234798-4284,"Diet Dr Pepper",609.29,Vermont
1262,"La Fine Mousse",234798-4284,"Purple Rain",749.29,Vermont
1263,"La Fine Mousse",234798-4284,"Pastrami Hash",539.29,Vermont
1264,"La Fine Mousse",234798-4284,Fanta,619.29,Vermont
1265,"La Fine Mousse",234798-4284,Bakers,729.29,Vermont
1266,"La Fine Mousse",234798-4284,"Artichoke dip",79.29,Vermont
204,"Bar Hemingway",573547-0154,Busch,175.22,Oklahoma
205,"Bar Hemingway",573547-0154,Jameson,715.22,Oklahoma
206,"Bar Hemingway",573547-0154,"Busch Light",185.22,Oklahoma
207,"Bar Hemingway",573547-0154,"Yuengling Lager",315.22,Oklahoma
208,"Bar Hemingway",573547-0154,"Extra Yanjing",285.22,Oklahoma
209,"Bar Hemingway",573547-0154,Snow,275.22,Oklahoma
210,"Bar Hemingway",573547-0154,"Mil’s Best Ice",385.22,Oklahoma
211,"Bar Hemingway",573547-0154,"Pastrami Hash",535.22,Oklahoma
212,"Bar Hemingway",573547-0154,"Mozzarella sticks",55.22,Oklahoma
213,"Bar Hemingway",573547-0154,"7 Up",635.22,Oklahoma
214,"Bar Hemingway",573547-0154,Milestones,695.22,Oklahoma
215,"Bar Hemingway",573547-0154,Red,655.22,Oklahoma
629,CLYDE'S,098193-2403,"Bulleit 10YR",737.45,"South Carolina"
630,CLYDE'S,098193-2403,Milestones,697.45,"South Carolina"
631,CLYDE'S,098193-2403,"Modelo Especial",207.45,"South Carolina"
632,CLYDE'S,098193-2403,"Busch Light",187.45,"South Carolina"
633,CLYDE'S,098193-2403,"Keystone Light",157.45,"South Carolina"
634,CLYDE'S,098193-2403,Wings,47.45,"South Carolina"
635,CLYDE'S,098193-2403,"Strawberry Cheesecake",467.45,"South Carolina"
636,CLYDE'S,098193-2403,"Pastrami Hash",537.45,"South Carolina"
637,CLYDE'S,098193-2403,"Mello Yello",627.45,"South Carolina"
638,CLYDE'S,098193-2403,Steak,507.45,"South Carolina"
639,CLYDE'S,098193-2403,"Miller High Life",147.45,"South Carolina"
640,CLYDE'S,098193-2403,"Mozzarella sticks",57.45,"South Carolina"
584,"Chez Ammad",195979-2548,"French fries",17.45,Delaware
585,"Chez Ammad",195979-2548,"Cheese Buger",437.45,Delaware
586,"Chez Ammad",195979-2548,Sprite,587.45,Delaware
587,"Chez Ammad",195979-2548,Quesadillas,67.45,Delaware
588,"Chez Ammad",195979-2548,"Dos Equis",337.45,Delaware
589,"Chez Ammad",195979-2548,Busch,177.45,Delaware
590,"Chez Ammad",195979-2548,"Chicken Pot Pie",477.45,Delaware
591,"Chez Ammad",195979-2548,Fanta,617.45,Delaware
592,"Chez Ammad",195979-2548,"Cheesecake eggrolls",457.45,Delaware
593,"Chez Ammad",195979-2548,Pepsi-Cola,567.45,Delaware
594,"Chez Ammad",195979-2548,"Chicken Buger",447.45,Delaware
360,Bisou,152664-4651,"Cheesecake eggrolls",450.16,"Rhode Island"
361,Bisou,152664-4651,"Dos Equis",330.16,"Rhode Island"
362,Bisou,152664-4651,"Corona Extra",220.16,"Rhode Island"
363,Bisou,152664-4651,"Mello Yello",620.16,"Rhode Island"
364,Bisou,152664-4651,"Onion rings",20.16,"Rhode Island"
365,Bisou,152664-4651,Omelet,520.16,"Rhode Island"
366,Bisou,152664-4651,"French Toast",480.16,"Rhode Island"
367,Bisou,152664-4651,Jameson,710.16,"Rhode Island"
368,Bisou,152664-4651,"Mil’s Best Ice",380.16,"Rhode Island"
369,Bisou,152664-4651,"Miller High Life",140.16,"Rhode Island"
370,Bisou,152664-4651,Red,650.16,"Rhode Island"
371,Bisou,152664-4651,PEARLRIVER,300.16,"Rhode Island"
120,"Aux Folies",178856-0090,"Dos Equis",330.26,Florida
121,"Aux Folies",178856-0090,"Mozzarella sticks",50.26,Florida
122,"Aux Folies",178856-0090,"Stella Artois",130.26,Florida
123,"Aux Folies",178856-0090,PEARLRIVER,300.26,Florida
124,"Aux Folies",178856-0090,"Coors Light",250.26,Florida
125,"Aux Folies",178856-0090,"Cheese Buger",430.26,Florida
126,"Aux Folies",178856-0090,"Tater Tots",400.26,Florida
127,"Aux Folies",178856-0090,"Diet Dr Pepper",600.26,Florida
128,"Aux Folies",178856-0090,"Onion rings",20.26,Florida
129,"Aux Folies",178856-0090,Milestones,690.26,Florida
130,"Aux Folies",178856-0090,Red,650.26,Florida
131,"Aux Folies",178856-0090,Pepsi-Cola,560.26,Florida
2286,"TARA THAI",514464-4324,"Pabst Blue Ribbon",204.53,Colorado
2287,"TARA THAI",514464-4324,"Bulleit 10YR",824.53,Colorado
2288,"TARA THAI",514464-4324,Omelet,614.53,Colorado
2289,"TARA THAI",514464-4324,Guinness,484.53,Colorado
2290,"TARA THAI",514464-4324,Heineken,254.53,Colorado
2291,"TARA THAI",514464-4324,White,764.53,Colorado
2292,"TARA THAI",514464-4324,"Mountain Dew",664.53,Colorado
2293,"TARA THAI",514464-4324,Quesadillas,154.53,Colorado
2294,"TARA THAI",514464-4324,"Blue Moon",414.53,Colorado
2295,"TARA THAI",514464-4324,Fanta,704.53,Colorado
2296,"TARA THAI",514464-4324,PEARLRIVER,394.53,Colorado
2297,"TARA THAI",514464-4324,Icehouse,454.53,Colorado
2298,"TARA THAI",514464-4324,"Coors Light",344.53,Colorado
12,"ADDISU GEBEYA",659375-5835,"Busch Light",185.11,Kansas
13,"ADDISU GEBEYA",659375-5835,"Yuengling Lager",315.11,Kansas
14,"ADDISU GEBEYA",659375-5835,"Fried Pickles",415.11,Kansas
15,"ADDISU GEBEYA",659375-5835,"Stella Artois",135.11,Kansas
16,"ADDISU GEBEYA",659375-5835,"Bud Ice",125.11,Kansas
17,"ADDISU GEBEYA",659375-5835,"Bud Light",265.11,Kansas
18,"ADDISU GEBEYA",659375-5835,"Miller High Life",145.11,Kansas
19,"ADDISU GEBEYA",659375-5835,Tsingtao,295.11,Kansas
20,"ADDISU GEBEYA",659375-5835,"Corona Light",375.11,Kansas
21,"ADDISU GEBEYA",659375-5835,Snow,275.11,Kansas
22,"ADDISU GEBEYA",659375-5835,"Strawberry Cheesecake",465.11,Kansas
1343,"Le Sherry Butt",024478-0706,"Keystone Light",154.81,"North Dakota"
1344,"Le Sherry Butt",024478-0706,"Mil’s Best Ice",384.81,"North Dakota"
1345,"Le Sherry Butt",024478-0706,Quesadillas,64.81,"North Dakota"
1346,"Le Sherry Butt",024478-0706,"Bud Light",264.81,"North Dakota"
1347,"Le Sherry Butt",024478-0706,PEARLRIVER,304.81,"North Dakota"
1348,"Le Sherry Butt",024478-0706,"Bulleit 10YR",734.81,"North Dakota"
1349,"Le Sherry Butt",024478-0706,"Corpse Reviver 212",704.81,"North Dakota"
1350,"Le Sherry Butt",024478-0706,Milestones,694.81,"North Dakota"
1351,"Le Sherry Butt",024478-0706,"French Toast",484.81,"North Dakota"
1352,"Le Sherry Butt",024478-0706,"French fries",14.81,"North Dakota"
1353,"Le Sherry Butt",024478-0706,"Dos Equis",334.81,"North Dakota"
1631,"Monsieur Antoine",522107-1714,Guinness,395.66,"New York"
1632,"Monsieur Antoine",522107-1714,"Corpse Reviver 212",705.66,"New York"
1633,"Monsieur Antoine",522107-1714,"Extra Yanjing",285.66,"New York"
1634,"Monsieur Antoine",522107-1714,"Corona Extra",225.66,"New York"
1635,"Monsieur Antoine",522107-1714,"Purple Rain",745.66,"New York"
1636,"Monsieur Antoine",522107-1714,"Diet Pepsi",595.66,"New York"
1637,"Monsieur Antoine",522107-1714,Busch,175.66,"New York"
1638,"Monsieur Antoine",522107-1714,"Coors Banquet",345.66,"New York"
1639,"Monsieur Antoine",522107-1714,"Chicken Pot Pie",475.66,"New York"
1640,"Monsieur Antoine",522107-1714,"Miller Lite",235.66,"New York"
1641,"Monsieur Antoine",522107-1714,"Fish & Chip",425.66,"New York"
1642,"Monsieur Antoine",522107-1714,"Bulleit 10YR",735.66,"New York"
144,"AY! JALISCO II",622517-0445,"Fried Pickles",410.26,"North Dakota"
145,"AY! JALISCO II",622517-0445,"Strawberry Cheesecake",460.26,"North Dakota"
146,"AY! JALISCO II",622517-0445,"7 Up",630.26,"North Dakota"
147,"AY! JALISCO II",622517-0445,"Miller Lite",230.26,"North Dakota"
148,"AY! JALISCO II",622517-0445,Wings,40.26,"North Dakota"
149,"AY! JALISCO II",622517-0445,Heineken,160.26,"North Dakota"
150,"AY! JALISCO II",622517-0445,"Lamb Chops",540.26,"North Dakota"
151,"AY! JALISCO II",622517-0445,"Mil’s Best Ice",380.26,"North Dakota"
152,"AY! JALISCO II",622517-0445,"Corona Light",370.26,"North Dakota"
153,"AY! JALISCO II",622517-0445,Monster,640.26,"North Dakota"
154,"AY! JALISCO II",622517-0445,"Pabst Blue Ribbon",110.26,"North Dakota"
155,"AY! JALISCO II",622517-0445,"Purple Rain",740.26,"North Dakota"
1702,"NEWS EXPRESS",615857-5438,Steak,502.32,Oklahoma
1703,"NEWS EXPRESS",615857-5438,Nachos,32.32,Oklahoma
1704,"NEWS EXPRESS",615857-5438,"Keystone Light",152.32,Oklahoma
1705,"NEWS EXPRESS",615857-5438,"Mello Yello",622.32,Oklahoma
1706,"NEWS EXPRESS",615857-5438,Heineken,162.32,Oklahoma
1707,"NEWS EXPRESS",615857-5438,Wings,42.32,Oklahoma
1708,"NEWS EXPRESS",615857-5438,"Pabst Blue Ribbon",112.32,Oklahoma
1709,"NEWS EXPRESS",615857-5438,"Pastrami Hash",532.32,Oklahoma
1710,"NEWS EXPRESS",615857-5438,"Corona Light",372.32,Oklahoma
1711,"NEWS EXPRESS",615857-5438,"Onion rings",22.32,Oklahoma
1712,"NEWS EXPRESS",615857-5438,"Chicken Pot Pie",472.32,Oklahoma
1713,"NEWS EXPRESS",615857-5438,"Mozzarella sticks",52.32,Oklahoma
2778,"Winil Wine Bar",348656-7617,"Bud Ice",144.31,Iowa
2779,"Winil Wine Bar",348656-7617,"Bulleit 10YR",754.31,Iowa
2780,"Winil Wine Bar",348656-7617,Jameson,734.31,Iowa
2781,"Winil Wine Bar",348656-7617,"Extra Yanjing",304.31,Iowa
2782,"Winil Wine Bar",348656-7617,"Blue Moon",344.31,Iowa
2783,"Winil Wine Bar",348656-7617,"Mozzarella sticks",74.31,Iowa
2784,"Winil Wine Bar",348656-7617,Heineken,184.31,Iowa
2785,"Winil Wine Bar",348656-7617,"French Toast",504.31,Iowa
2786,"Winil Wine Bar",348656-7617,Budweiser,264.31,Iowa
2787,"Winil Wine Bar",348656-7617,"Keystone Light",174.31,Iowa
2788,"Winil Wine Bar",348656-7617,"Strawberry Cheesecake",484.31,Iowa
2789,"Winil Wine Bar",348656-7617,Omelet,544.31,Iowa
1914,"POSITANO RISTORANTE ITALIANO",784026-4704,White,671.17,Maryland
1915,"POSITANO RISTORANTE ITALIANO",784026-4704,"Pastrami Hash",531.17,Maryland
1916,"POSITANO RISTORANTE ITALIANO",784026-4704,"Cheesecake eggrolls",451.17,Maryland
1917,"POSITANO RISTORANTE ITALIANO",784026-4704,"Corpse Reviver 212",701.17,Maryland
1918,"POSITANO RISTORANTE ITALIANO",784026-4704,"Modelo Especial",201.17,Maryland
1919,"POSITANO RISTORANTE ITALIANO",784026-4704,Budweiser,241.17,Maryland
1920,"POSITANO RISTORANTE ITALIANO",784026-4704,"Extra Yanjing",281.17,Maryland
1921,"POSITANO RISTORANTE ITALIANO",784026-4704,"Corona Extra",221.17,Maryland
1922,"POSITANO RISTORANTE ITALIANO",784026-4704,"French fries",11.17,Maryland
1923,"POSITANO RISTORANTE ITALIANO",784026-4704,Heineken,161.17,Maryland
1924,"POSITANO RISTORANTE ITALIANO",784026-4704,"Iresh Breakfast",511.17,Maryland
2310,"TASTE OF EUROPE",383254-4286,"Purple Rain",834.53,Utah
2311,"TASTE OF EUROPE",383254-4286,Tsingtao,384.53,Utah
2312,"TASTE OF EUROPE",383254-4286,Snow,364.53,Utah
2313,"TASTE OF EUROPE",383254-4286,"Dos Equis",424.53,Utah
2314,"TASTE OF EUROPE",383254-4286,"Miller Lite",324.53,Utah
2315,"TASTE OF EUROPE",383254-4286,"Cheesecake eggrolls",544.53,Utah
2316,"TASTE OF EUROPE",383254-4286,"Fish & Chip",514.53,Utah
2317,"TASTE OF EUROPE",383254-4286,"Artichoke dip",164.53,Utah
2318,"TASTE OF EUROPE",383254-4286,"Natural Ice",194.53,Utah
2319,"TASTE OF EUROPE",383254-4286,Jameson,804.53,Utah
2320,"TASTE OF EUROPE",383254-4286,"Corona Extra",314.53,Utah
2321,"TASTE OF EUROPE",383254-4286,"Natural Light",284.53,Utah
1311,"L'Avant Comptoir de la Mer",972787-2484,"Blue Moon",324.81,Arkansas
1312,"L'Avant Comptoir de la Mer",972787-2484,"Natural Ice",104.81,Arkansas
1313,"L'Avant Comptoir de la Mer",972787-2484,"Onion rings",24.81,Arkansas
1314,"L'Avant Comptoir de la Mer",972787-2484,"Diet Dr Pepper",604.81,Arkansas
1315,"L'Avant Comptoir de la Mer",972787-2484,"Iresh Breakfast",514.81,Arkansas
1316,"L'Avant Comptoir de la Mer",972787-2484,Pancakes,494.81,Arkansas
1317,"L'Avant Comptoir de la Mer",972787-2484,Red,654.81,Arkansas
1318,"L'Avant Comptoir de la Mer",972787-2484,Prosscco,684.81,Arkansas
1319,"L'Avant Comptoir de la Mer",972787-2484,Heineken,164.81,Arkansas
1320,"L'Avant Comptoir de la Mer",972787-2484,"Artichoke dip",74.81,Arkansas
228,"Bar Neon Monkey",829829-6701,Pepsi-Cola,569.02,Idaho
229,"Bar Neon Monkey",829829-6701,"Bud Light",269.02,Idaho
230,"Bar Neon Monkey",829829-6701,"Purple Rain",749.02,Idaho
231,"Bar Neon Monkey",829829-6701,"Farro Salad",89.02,Idaho
232,"Bar Neon Monkey",829829-6701,Guinness,399.02,Idaho
233,"Bar Neon Monkey",829829-6701,Quesadillas,69.02,Idaho
234,"Bar Neon Monkey",829829-6701,"Iresh Breakfast",519.02,Idaho
235,"Bar Neon Monkey",829829-6701,"French Toast",489.02,Idaho
236,"Bar Neon Monkey",829829-6701,"Mozzarella sticks",59.02,Idaho
237,"Bar Neon Monkey",829829-6701,"Steel Reserve",359.02,Idaho
238,"Bar Neon Monkey",829829-6701,"Coca Cola",559.02,Idaho
239,"Bar Neon Monkey",829829-6701,Prosscco,689.02,Idaho
216,"Bar Italiya",278532-0199,"Mil’s Best Ice",389.02,Tennessee
217,"Bar Italiya",278532-0199,Snow,279.02,Tennessee
218,"Bar Italiya",278532-0199,Rose,669.02,Tennessee
219,"Bar Italiya",278532-0199,Pancakes,499.02,Tennessee
220,"Bar Italiya",278532-0199,"Busch Light",189.02,Tennessee
221,"Bar Italiya",278532-0199,"Miller High Life",149.02,Tennessee
222,"Bar Italiya",278532-0199,"Coors Banquet",349.02,Tennessee
223,"Bar Italiya",278532-0199,"Tater Tots",409.02,Tennessee
224,"Bar Italiya",278532-0199,Bakers,729.02,Tennessee
225,"Bar Italiya",278532-0199,"Yuengling Lager",319.02,Tennessee
226,"Bar Italiya",278532-0199,"Pabst Blue Ribbon",119.02,Tennessee
227,"Bar Italiya",278532-0199,"Artichoke dip",79.02,Tennessee
1667,Neko,097147-8367,Prosscco,689.29,Florida
1668,Neko,097147-8367,Tsingtao,299.29,Florida
1669,Neko,097147-8367,Wings,49.29,Florida
1670,Neko,097147-8367,Nachos,39.29,Florida
1671,Neko,097147-8367,"Chicken Pot Pie",479.29,Florida
1672,Neko,097147-8367,"Chicken Buger",449.29,Florida
1673,Neko,097147-8367,"Keystone Light",159.29,Florida
1674,Neko,097147-8367,Steak,509.29,Florida
1675,Neko,097147-8367,Fanta,619.29,Florida
1676,Neko,097147-8367,"Diet Dr Pepper",609.29,Florida
1677,Neko,097147-8367,PEARLRIVER,309.29,Florida
1678,Neko,097147-8367,"Fish & Chip",429.29,Florida
1902,Porosello,775033-0743,"Coors Light",251.17,Illinois
1903,Porosello,775033-0743,"Natural Ice",101.17,Illinois
1904,Porosello,775033-0743,Pepsi-Cola,561.17,Illinois
1905,Porosello,775033-0743,Icehouse,361.17,Illinois
1906,Porosello,775033-0743,Guinness,391.17,Illinois
1907,Porosello,775033-0743,Milestones,691.17,Illinois
1908,Porosello,775033-0743,"Tater Tots",401.17,Illinois
1909,Porosello,775033-0743,"Steel Reserve",351.17,Illinois
1910,Porosello,775033-0743,"Corona Light",371.17,Illinois
1911,Porosello,775033-0743,"Mozzarella sticks",51.17,Illinois
1912,Porosello,775033-0743,"Blue Moon",321.17,Illinois
1913,Porosello,775033-0743,Wings,41.17,Illinois
2664,"TOTAL BAR",532821-8028,Pepsi-Cola,580.45,Illinois
2665,"TOTAL BAR",532821-8028,"Natural Light",210.45,Illinois
2666,"TOTAL BAR",532821-8028,"French Toast",500.45,Illinois
2667,"TOTAL BAR",532821-8028,Heineken,180.45,Illinois
2668,"TOTAL BAR",532821-8028,"Coca Cola",570.45,Illinois
2669,"TOTAL BAR",532821-8028,"Pastrami Hash",550.45,Illinois
2670,"TOTAL BAR",532821-8028,"Coors Light",270.45,Illinois
2671,"TOTAL BAR",532821-8028,"Artichoke dip",90.45,Illinois
2672,"TOTAL BAR",532821-8028,"Chicken Buger",460.45,Illinois
2673,"TOTAL BAR",532821-8028,Guinness,410.45,Illinois
2674,"TOTAL BAR",532821-8028,"Mozzarella sticks",70.45,Illinois
2675,"TOTAL BAR",532821-8028,"Corona Light",390.45,Illinois
993,"Guns & Bears Pub",066604-4524,"Yuengling Lager",316.05,Louisiana
994,"Guns & Bears Pub",066604-4524,"Purple Rain",746.05,Louisiana
995,"Guns & Bears Pub",066604-4524,"Corona Light",376.05,Louisiana
996,"Guns & Bears Pub",066604-4524,Nachos,36.05,Louisiana
997,"Guns & Bears Pub",066604-4524,Snow,276.05,Louisiana
998,"Guns & Bears Pub",066604-4524,Pancakes,496.05,Louisiana
999,"Guns & Bears Pub",066604-4524,"Diet Dr Pepper",606.05,Louisiana
1000,"Guns & Bears Pub",066604-4524,"Mello Yello",626.05,Louisiana
1001,"Guns & Bears Pub",066604-4524,"Lamb Chops",546.05,Louisiana
1002,"Guns & Bears Pub",066604-4524,"French fries",16.05,Louisiana
750,"DOCK OF THE BAY",835167-6583,Bakers,720.91,Arkansas
751,"DOCK OF THE BAY",835167-6583,"Blue Moon",320.91,Arkansas
752,"DOCK OF THE BAY",835167-6583,Omelet,520.91,Arkansas
753,"DOCK OF THE BAY",835167-6583,"Tater Tots",400.91,Arkansas
754,"DOCK OF THE BAY",835167-6583,"Fried Pickles",410.91,Arkansas
755,"DOCK OF THE BAY",835167-6583,"Farro Salad",80.91,Arkansas
756,"DOCK OF THE BAY",835167-6583,"Corpse Reviver 212",700.91,Arkansas
757,"DOCK OF THE BAY",835167-6583,Sprite,580.91,Arkansas
758,"DOCK OF THE BAY",835167-6583,Rose,660.91,Arkansas
759,"DOCK OF THE BAY",835167-6583,"Lamb Chops",540.91,Arkansas
760,"DOCK OF THE BAY",835167-6583,"Artichoke dip",70.91,Arkansas
761,"DOCK OF THE BAY",835167-6583,PEARLRIVER,300.91,Arkansas
312,"Belgian Pub BeerHouse",416665-7371,Omelet,523.56,Kansas
313,"Belgian Pub BeerHouse",416665-7371,"Artichoke dip",73.56,Kansas
314,"Belgian Pub BeerHouse",416665-7371,"Miller High Life",143.56,Kansas
315,"Belgian Pub BeerHouse",416665-7371,Guinness,393.56,Kansas
316,"Belgian Pub BeerHouse",416665-7371,"Farro Salad",83.56,Kansas
317,"Belgian Pub BeerHouse",416665-7371,"Bud Ice",123.56,Kansas
318,"Belgian Pub BeerHouse",416665-7371,"Cheese Buger",433.56,Kansas
319,"Belgian Pub BeerHouse",416665-7371,Milestones,693.56,Kansas
320,"Belgian Pub BeerHouse",416665-7371,"Mozzarella sticks",53.56,Kansas
321,"Belgian Pub BeerHouse",416665-7371,Snow,273.56,Kansas
322,"Belgian Pub BeerHouse",416665-7371,"Bud Light",263.56,Kansas
323,"Belgian Pub BeerHouse",416665-7371,Icehouse,363.56,Kansas
1576,"MIDWAY PUB",589827-6299,Tsingtao,294.53,Maryland
1577,"MIDWAY PUB",589827-6299,"Steel Reserve",354.53,Maryland
1578,"MIDWAY PUB",589827-6299,"7 Up",634.53,Maryland
1579,"MIDWAY PUB",589827-6299,"Pastrami Hash",534.53,Maryland
1580,"MIDWAY PUB",589827-6299,"Diet Dr Pepper",604.53,Maryland
1581,"MIDWAY PUB",589827-6299,"Fish & Chip",424.53,Maryland
1582,"MIDWAY PUB",589827-6299,"Corona Light",374.53,Maryland
1583,"MIDWAY PUB",589827-6299,Omelet,524.53,Maryland
1584,"MIDWAY PUB",589827-6299,"Miller High Life",144.53,Maryland
1585,"MIDWAY PUB",589827-6299,"Dos Equis",334.53,Maryland
1586,"MIDWAY PUB",589827-6299,Quesadillas,64.53,Maryland
64,"ARIA BAR & GRILL",705071-9785,Fanta,613.21,Delaware
65,"ARIA BAR & GRILL",705071-9785,Prosscco,683.21,Delaware
66,"ARIA BAR & GRILL",705071-9785,Omelet,523.21,Delaware
67,"ARIA BAR & GRILL",705071-9785,Bakers,723.21,Delaware
68,"ARIA BAR & GRILL",705071-9785,"Cheesecake eggrolls",453.21,Delaware
69,"ARIA BAR & GRILL",705071-9785,White,673.21,Delaware
70,"ARIA BAR & GRILL",705071-9785,"Coors Banquet",343.21,Delaware
71,"ARIA BAR & GRILL",705071-9785,"Busch Light",183.21,Delaware
72,"ARIA BAR & GRILL",705071-9785,Monster,643.21,Delaware
73,"ARIA BAR & GRILL",705071-9785,"7 Up",633.21,Delaware
156,"B & B ",567607-2878,"Mountain Dew",570.26,"Rhode Island"
157,"B & B ",567607-2878,Busch,170.26,"Rhode Island"
158,"B & B ",567607-2878,"Yuengling Lager",310.26,"Rhode Island"
159,"B & B ",567607-2878,"Miller High Life",140.26,"Rhode Island"
160,"B & B ",567607-2878,"Bud Ice",120.26,"Rhode Island"
161,"B & B ",567607-2878,"Blue Moon",320.26,"Rhode Island"
162,"B & B ",567607-2878,"Artichoke dip",70.26,"Rhode Island"
163,"B & B ",567607-2878,Prosscco,680.26,"Rhode Island"
164,"B & B ",567607-2878,"Coors Banquet",340.26,"Rhode Island"
165,"B & B ",567607-2878,"Chicken Buger",440.26,"Rhode Island"
166,"B & B ",567607-2878,Budweiser,240.26,"Rhode Island"
167,"B & B ",567607-2878,"French fries",10.26,"Rhode Island"
796,"EL AMATE RESTAURANT",284564-0263,Pancakes,490.91,Washington
797,"EL AMATE RESTAURANT",284564-0263,Guinness,390.91,Washington
798,"EL AMATE RESTAURANT",284564-0263,"Fish & Chip",420.91,Washington
799,"EL AMATE RESTAURANT",284564-0263,"Diet Pepsi",590.91,Washington
800,"EL AMATE RESTAURANT",284564-0263,"Pastrami Hash",530.91,Washington
801,"EL AMATE RESTAURANT",284564-0263,"Iresh Breakfast",510.91,Washington
802,"EL AMATE RESTAURANT",284564-0263,"Cheesecake eggrolls",450.91,Washington
803,"EL AMATE RESTAURANT",284564-0263,"Coors Banquet",340.91,Washington
804,"EL AMATE RESTAURANT",284564-0263,Busch,170.91,Washington
805,"EL AMATE RESTAURANT",284564-0263,"Mozzarella sticks",50.91,Washington
806,"EL AMATE RESTAURANT",284564-0263,"Steel Reserve",350.91,Washington
1554,"METRO CLUB",289884-2378,"Strawberry Cheesecake",464.53,Arkansas
1555,"METRO CLUB",289884-2378,Nachos,34.53,Arkansas
1556,"METRO CLUB",289884-2378,"Miller Lite",234.53,Arkansas
1557,"METRO CLUB",289884-2378,Prosscco,684.53,Arkansas
1558,"METRO CLUB",289884-2378,Busch,174.53,Arkansas
1559,"METRO CLUB",289884-2378,"Modelo Especial",204.53,Arkansas
1560,"METRO CLUB",289884-2378,"Mil’s Best Ice",384.53,Arkansas
1561,"METRO CLUB",289884-2378,Steak,504.53,Arkansas
1562,"METRO CLUB",289884-2378,"Blue Moon",324.53,Arkansas
1563,"METRO CLUB",289884-2378,"Coors Light",254.53,Arkansas
1564,"METRO CLUB",289884-2378,Jameson,714.53,Arkansas
1866,"Pivbar Kolomenskoye",365700-4523,"Keystone Light",151.17,Connecticut
1867,"Pivbar Kolomenskoye",365700-4523,Nachos,31.17,Connecticut
1868,"Pivbar Kolomenskoye",365700-4523,"Diet Pepsi",591.17,Connecticut
1869,"Pivbar Kolomenskoye",365700-4523,Omelet,521.17,Connecticut
1870,"Pivbar Kolomenskoye",365700-4523,"Stella Artois",131.17,Connecticut
1871,"Pivbar Kolomenskoye",365700-4523,"Fish & Chip",421.17,Connecticut
