ItemID,Bar,License,Item,Price
898,"FINNEGAN'S WAKE IRISH PUB",267320-6500,Bakers,723.91
899,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Natural Light",193.91
900,"FINNEGAN'S WAKE IRISH PUB",267320-6500,Prosscco,683.91
901,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Pabst Blue Ribbon",113.91
902,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Bulleit 10YR",733.91
903,"FINNEGAN'S WAKE IRISH PUB",267320-6500,Red,653.91
904,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Mil’s Best Ice",383.91
905,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Busch Light",183.91
906,"FINNEGAN'S WAKE IRISH PUB",267320-6500,"Mountain Dew",573.91
907,"FOREST GLEN PUB",724454-6920,"Corpse Reviver 212",703.91
908,"FOREST GLEN PUB",724454-6920,"French Toast",483.91
909,"FOREST GLEN PUB",724454-6920,"Steel Reserve",353.91
910,"FOREST GLEN PUB",724454-6920,Steak,503.91
911,"FOREST GLEN PUB",724454-6920,"Chicken Buger",443.91
912,"FOREST GLEN PUB",724454-6920,Tsingtao,293.91
913,"FOREST GLEN PUB",724454-6920,Snow,273.91
914,"FOREST GLEN PUB",724454-6920,"Coors Banquet",343.91
915,"FOREST GLEN PUB",724454-6920,Pancakes,493.91
916,"FOREST GLEN PUB",724454-6920,"Diet Pepsi",593.91
917,"FOREST GLEN PUB",724454-6920,Guinness,393.91
918,"FOUR U",436611-7341,"Iresh Breakfast",517.13
919,"FOUR U",436611-7341,"Michelob Ultra",217.13
920,"FOUR U",436611-7341,"Corpse Reviver 212",707.13
921,"FOUR U",436611-7341,Sprite,587.13
922,"FOUR U",436611-7341,Rose,667.13
923,"FOUR U",436611-7341,"Cheese Buger",437.13
924,"FOUR U",436611-7341,"Pastrami Hash",537.13
925,"FOUR U",436611-7341,Busch,177.13
926,"FOUR U",436611-7341,"Dos Equis",337.13
927,"FOUR U",436611-7341,"Corona Extra",227.13
928,"FOUR U",436611-7341,"Mello Yello",627.13
929,"Gecko Grill",446219-2628,"Blue Moon",327.13
930,"Gecko Grill",446219-2628,"7 Up",637.13
931,"Gecko Grill",446219-2628,"Mil’s Best Ice",387.13
932,"Gecko Grill",446219-2628,Omelet,527.13
933,"Gecko Grill",446219-2628,"Miller High Life",147.13
934,"Gecko Grill",446219-2628,"Diet Dr Pepper",607.13
935,"Gecko Grill",446219-2628,Fanta,617.13
936,"Gecko Grill",446219-2628,Monster,647.13
937,"Gecko Grill",446219-2628,"Fried Pickles",417.13
938,"Gecko Grill",446219-2628,Nachos,37.13
939,"Gecko Grill",446219-2628,"French Toast",487.13
940,"Genatzvale Hall",825794-2857,Wings,47.13
941,"Genatzvale Hall",825794-2857,"Onion rings",27.13
942,"Genatzvale Hall",825794-2857,Pancakes,497.13
943,"Genatzvale Hall",825794-2857,Snow,277.13
944,"Genatzvale Hall",825794-2857,"Busch Light",187.13
945,"Genatzvale Hall",825794-2857,"Keystone Light",157.13
946,"Genatzvale Hall",825794-2857,"Cheesecake eggrolls",457.13
947,"Genatzvale Hall",825794-2857,"Diet Pepsi",597.13
948,"Genatzvale Hall",825794-2857,"Pabst Blue Ribbon",117.13
949,"Genatzvale Hall",825794-2857,"Fish & Chip",427.13
950,"Genatzvale Hall",825794-2857,"Corona Light",377.13
951,"Giza Hookah Lounge",309407-2687,"Natural Light",197.13
952,"Giza Hookah Lounge",309407-2687,"French fries",17.13
953,"Giza Hookah Lounge",309407-2687,"Lamb Chops",547.13
954,"Giza Hookah Lounge",309407-2687,Jameson,717.13
955,"Giza Hookah Lounge",309407-2687,"Mozzarella sticks",57.13
956,"Giza Hookah Lounge",309407-2687,"Mountain Dew",577.13
957,"Giza Hookah Lounge",309407-2687,"Extra Yanjing",287.13
958,"Giza Hookah Lounge",309407-2687,Bakers,727.13
959,"Giza Hookah Lounge",309407-2687,"Coors Light",257.13
960,"Giza Hookah Lounge",309407-2687,Guinness,397.13
961,"Giza Hookah Lounge",309407-2687,"Farro Salad",87.13
962,"GOLF ULTRA LOUNGE",008054-3713,Prosscco,687.13
963,"GOLF ULTRA LOUNGE",008054-3713,"Yuengling Lager",317.13
964,"GOLF ULTRA LOUNGE",008054-3713,"Modelo Especial",207.13
965,"GOLF ULTRA LOUNGE",008054-3713,"Coca Cola",557.13
966,"GOLF ULTRA LOUNGE",008054-3713,"Purple Rain",747.13
967,"GOLF ULTRA LOUNGE",008054-3713,"Coors Banquet",347.13
968,"GOLF ULTRA LOUNGE",008054-3713,"Bud Ice",127.13
969,"GOLF ULTRA LOUNGE",008054-3713,Tsingtao,297.13
970,"GOLF ULTRA LOUNGE",008054-3713,"Tater Tots",407.13
971,"GOLF ULTRA LOUNGE",008054-3713,Steak,507.13
972,"GOLF ULTRA LOUNGE",008054-3713,"Bulleit 10YR",737.13
973,"GOURMET PUB",238323-5054,Milestones,696.05
974,"GOURMET PUB",238323-5054,"Mil’s Best Ice",386.05
975,"GOURMET PUB",238323-5054,"Miller Lite",236.05
976,"GOURMET PUB",238323-5054,Wings,46.05
977,"GOURMET PUB",238323-5054,"Coors Banquet",346.05
978,"GOURMET PUB",238323-5054,"Fish & Chip",426.05
979,"GOURMET PUB",238323-5054,"Chicken Pot Pie",476.05
980,"GOURMET PUB",238323-5054,Budweiser,246.05
981,"GOURMET PUB",238323-5054,Prosscco,686.05
982,"GOURMET PUB",238323-5054,Jameson,716.05
983,"GRAPE AND GRAIN BOUTIQUE",557483-4338,"Tater Tots",406.05
984,"GRAPE AND GRAIN BOUTIQUE",557483-4338,Guinness,396.05
985,"GRAPE AND GRAIN BOUTIQUE",557483-4338,"Fried Pickles",416.05
986,"GRAPE AND GRAIN BOUTIQUE",557483-4338,Bakers,726.05
987,"GRAPE AND GRAIN BOUTIQUE",557483-4338,"Blue Moon",326.05
988,"GRAPE AND GRAIN BOUTIQUE",557483-4338,"Miller High Life",146.05
989,"GRAPE AND GRAIN BOUTIQUE",557483-4338,"Coors Light",256.05
990,"GRAPE AND GRAIN BOUTIQUE",557483-4338,Pepsi-Cola,566.05
991,"GRAPE AND GRAIN BOUTIQUE",557483-4338,"Busch Light",186.05
992,"GRAPE AND GRAIN BOUTIQUE",557483-4338,"Cheese Buger",436.05
993,"Guns & Bears Pub",066604-4524,"Yuengling Lager",316.05
994,"Guns & Bears Pub",066604-4524,"Purple Rain",746.05
995,"Guns & Bears Pub",066604-4524,"Corona Light",376.05
996,"Guns & Bears Pub",066604-4524,Nachos,36.05
997,"Guns & Bears Pub",066604-4524,Snow,276.05
998,"Guns & Bears Pub",066604-4524,Pancakes,496.05
999,"Guns & Bears Pub",066604-4524,"Diet Dr Pepper",606.05
1000,"Guns & Bears Pub",066604-4524,"Mello Yello",626.05
1001,"Guns & Bears Pub",066604-4524,"Lamb Chops",546.05
1002,"Guns & Bears Pub",066604-4524,"French fries",16.05
1003,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Natural Light",196.05
1004,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Mozzarella sticks",56.05
1005,"HANARO RESTAURANT AND LOUNGE",367303-7044,Icehouse,366.05
1006,"HANARO RESTAURANT AND LOUNGE",367303-7044,Sprite,586.05
1007,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Stella Artois",136.05
1008,"HANARO RESTAURANT AND LOUNGE",367303-7044,"7 Up",636.05
1009,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Farro Salad",86.05
1010,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Pabst Blue Ribbon",116.05
1011,"HANARO RESTAURANT AND LOUNGE",367303-7044,"Steel Reserve",356.05
1012,"HANARO RESTAURANT AND LOUNGE",367303-7044,White,676.05
1013,"HANARO RESTAURANT AND LOUNGE",367303-7044,Fanta,616.05
1014,"Hedley Club",627764-8355,Quesadillas,66.05
1015,"Hedley Club",627764-8355,"Michelob Ultra",216.05
1016,"Hedley Club",627764-8355,"Chicken Buger",446.05
1017,"Hedley Club",627764-8355,Monster,646.05
1018,"Hedley Club",627764-8355,"Modelo Especial",206.05
1019,"Hedley Club",627764-8355,Busch,176.05
1020,"Hedley Club",627764-8355,"Natural Ice",106.05
1021,"Hedley Club",627764-8355,Red,656.05
1022,"Hedley Club",627764-8355,"Corpse Reviver 212",706.05
1023,"Hedley Club",627764-8355,"Pastrami Hash",536.05
1024,"HOP N GRAPE",197460-5337,Busch,178.19
1025,"HOP N GRAPE",197460-5337,Steak,508.19
1026,"HOP N GRAPE",197460-5337,"Dos Equis",338.19
1027,"HOP N GRAPE",197460-5337,"Fried Pickles",418.19
1028,"HOP N GRAPE",197460-5337,Fanta,618.19
1029,"HOP N GRAPE",197460-5337,"Mountain Dew",578.19
1030,"HOP N GRAPE",197460-5337,Wings,48.19
1031,"HOP N GRAPE",197460-5337,"Natural Light",198.19
1032,"HOP N GRAPE",197460-5337,Guinness,398.19
1033,"HOP N GRAPE",197460-5337,"Pastrami Hash",538.19
1034,"HOP N GRAPE",197460-5337,Pepsi-Cola,568.19
1035,"HOT POT LEGEND",268449-3063,"Yuengling Lager",318.19
1036,"HOT POT LEGEND",268449-3063,"Corpse Reviver 212",708.19
1037,"HOT POT LEGEND",268449-3063,"Diet Pepsi",598.19
1038,"HOT POT LEGEND",268449-3063,"Lamb Chops",548.19
1039,"HOT POT LEGEND",268449-3063,"French fries",18.19
1040,"HOT POT LEGEND",268449-3063,"Coors Light",258.19
1041,"HOT POT LEGEND",268449-3063,"Chicken Buger",448.19
1042,"HOT POT LEGEND",268449-3063,Red,658.19
1043,"HOT POT LEGEND",268449-3063,Monster,648.19
1044,"HOT POT LEGEND",268449-3063,Tsingtao,298.19
1045,"HOT POT LEGEND",268449-3063,Nachos,38.19
1046,"HOWARD BAR & GRILL",564383-9375,Pancakes,498.19
1047,"HOWARD BAR & GRILL",564383-9375,Bakers,728.19
1048,"HOWARD BAR & GRILL",564383-9375,"7 Up",638.19
1049,"HOWARD BAR & GRILL",564383-9375,"Extra Yanjing",288.19
1050,"HOWARD BAR & GRILL",564383-9375,Milestones,698.19
1051,"HOWARD BAR & GRILL",564383-9375,"Modelo Especial",208.19
1052,"HOWARD BAR & GRILL",564383-9375,"Fish & Chip",428.19
1053,"HOWARD BAR & GRILL",564383-9375,Budweiser,248.19
1054,"HOWARD BAR & GRILL",564383-9375,"Blue Moon",328.19
1055,"HOWARD BAR & GRILL",564383-9375,"Natural Ice",108.19
1056,"HOWARD BAR & GRILL",564383-9375,PEARLRIVER,308.19
1057,"HOWARD BAR & GRILL",564383-9375,"Strawberry Cheesecake",468.19
1058,"Humble Grape - Battersea",289362-8384,"Tater Tots",408.19
1059,"Humble Grape - Battersea",289362-8384,Rose,668.19
1060,"Humble Grape - Battersea",289362-8384,"Busch Light",188.19
1061,"Humble Grape - Battersea",289362-8384,"Stella Artois",138.19
1062,"Humble Grape - Battersea",289362-8384,Jameson,718.19
1063,"Humble Grape - Battersea",289362-8384,"Mozzarella sticks",58.19
1064,"Humble Grape - Battersea",289362-8384,"Bud Light",268.19
1065,"Humble Grape - Battersea",289362-8384,"Farro Salad",88.19
1066,"Humble Grape - Battersea",289362-8384,"Chicken Pot Pie",478.19
1067,"Humble Grape - Battersea",289362-8384,"Artichoke dip",78.19
1068,"Humble Grape - Battersea",289362-8384,"Corona Extra",228.19
1069,"Humble Grape - Battersea",289362-8384,"Miller Lite",238.19
1070,"HUNAN NIGHT",619242-8172,"Cheese Buger",438.19
1071,"HUNAN NIGHT",619242-8172,"Diet Dr Pepper",608.19
1072,"HUNAN NIGHT",619242-8172,"French Toast",488.19
1073,"HUNAN NIGHT",619242-8172,"Onion rings",28.19
1074,"HUNAN NIGHT",619242-8172,"Coors Banquet",348.19
1075,"HUNAN NIGHT",619242-8172,White,678.19
1076,"HUNAN NIGHT",619242-8172,Icehouse,368.19
1077,"HUNAN NIGHT",619242-8172,Omelet,528.19
1078,"HUNAN NIGHT",619242-8172,"Coca Cola",558.19
1079,"HUNAN NIGHT",619242-8172,"Bud Ice",128.19
1080,"HUNAN NIGHT",619242-8172,"Iresh Breakfast",518.19
1081,"HUNAN NIGHT",619242-8172,"Miller High Life",148.19
1082,"Il Fornaio",698268-4422,"Chicken Pot Pie",473.81
1083,"Il Fornaio",698268-4422,Icehouse,363.81
1084,"Il Fornaio",698268-4422,"Coors Light",253.81
1085,"Il Fornaio",698268-4422,"Busch Light",183.81
1086,"Il Fornaio",698268-4422,Nachos,33.81
1087,"Il Fornaio",698268-4422,"French fries",13.81
1088,"Il Fornaio",698268-4422,Heineken,163.81
1089,"Il Fornaio",698268-4422,"Chicken Buger",443.81
1090,"Il Fornaio",698268-4422,"Keystone Light",153.81
1091,"Il Fornaio",698268-4422,Busch,173.81
1092,"Il Fornaio",698268-4422,"Coca Cola",553.81
1093,"Il Fornaio",698268-4422,"Lamb Chops",543.81
1094,"Il Fornaio",698268-4422,"Tater Tots",403.81
1095,"IL PORTO",657698-5615,"Cheese Buger",433.81
1096,"IL PORTO",657698-5615,"Artichoke dip",73.81
1097,"IL PORTO",657698-5615,"Pabst Blue Ribbon",113.81
1098,"IL PORTO",657698-5615,"Fried Pickles",413.81
1099,"IL PORTO",657698-5615,"Steel Reserve",353.81
1100,"IL PORTO",657698-5615,"Blue Moon",323.81
1101,"IL PORTO",657698-5615,"Michelob Ultra",213.81
1102,"IL PORTO",657698-5615,"Pastrami Hash",533.81
1103,"IL PORTO",657698-5615,"Natural Light",193.81
1104,"IL PORTO",657698-5615,"Iresh Breakfast",513.81
1105,"IL PORTO",657698-5615,"Farro Salad",83.81
1106,"J N K BEER & WINE",368909-3791,Monster,643.81
1107,"J N K BEER & WINE",368909-3791,Milestones,693.81
1108,"J N K BEER & WINE",368909-3791,Prosscco,683.81
1109,"J N K BEER & WINE",368909-3791,"Natural Ice",103.81
1110,"J N K BEER & WINE",368909-3791,"Mountain Dew",573.81
1111,"J N K BEER & WINE",368909-3791,Omelet,523.81
1112,"J N K BEER & WINE",368909-3791,Budweiser,243.81
1113,"J N K BEER & WINE",368909-3791,"Modelo Especial",203.81
1114,"J N K BEER & WINE",368909-3791,Rose,663.81
1115,"J N K BEER & WINE",368909-3791,"Mello Yello",623.81
1116,"J N K BEER & WINE",368909-3791,Pepsi-Cola,563.81
1117,"J N K BEER & WINE",368909-3791,"Corona Extra",223.81
1118,"John Bull Pub",936645-6904,"Onion rings",23.81
1119,"John Bull Pub",936645-6904,Jameson,713.81
1120,"John Bull Pub",936645-6904,"Diet Pepsi",593.81
1121,"John Bull Pub",936645-6904,Tsingtao,293.81
1122,"John Bull Pub",936645-6904,"Stella Artois",133.81
1123,"John Bull Pub",936645-6904,Fanta,613.81
1124,"John Bull Pub",936645-6904,Pancakes,493.81
1125,"John Bull Pub",936645-6904,Quesadillas,63.81
1126,"John Bull Pub",936645-6904,"Mil’s Best Ice",383.81
1127,"John Bull Pub",936645-6904,Snow,273.81
1128,"John Bull Pub",936645-6904,Guinness,393.81
1129,"John Bull Pub",936645-6904,White,673.81
1130,"John Donne Pub",575493-8545,Bakers,723.81
1131,"John Donne Pub",575493-8545,"Dos Equis",333.81
1132,"John Donne Pub",575493-8545,"Corona Light",373.81
1133,"John Donne Pub",575493-8545,"Miller Lite",233.81
1134,"John Donne Pub",575493-8545,"Corpse Reviver 212",703.81
1135,"John Donne Pub",575493-8545,"Bud Light",263.81
1136,"John Donne Pub",575493-8545,"Purple Rain",743.81
1137,"John Donne Pub",575493-8545,"Diet Dr Pepper",603.81
1138,"John Donne Pub",575493-8545,"French Toast",483.81
1139,"John Donne Pub",575493-8545,"7 Up",633.81
1140,"John Donne Pub",575493-8545,"Miller High Life",143.81
1141,"John Donne Pub",575493-8545,"Strawberry Cheesecake",463.81
1142,"JO'S BEER-WINE",422040-9934,Snow,270.17
1143,"JO'S BEER-WINE",422040-9934,"Tater Tots",400.17
1144,"JO'S BEER-WINE",422040-9934,"Keystone Light",150.17
1145,"JO'S BEER-WINE",422040-9934,Pancakes,490.17
1146,"JO'S BEER-WINE",422040-9934,Quesadillas,60.17
1147,"JO'S BEER-WINE",422040-9934,Sprite,580.17
1148,"JO'S BEER-WINE",422040-9934,"Corpse Reviver 212",700.17
1149,"JO'S BEER-WINE",422040-9934,"Corona Extra",220.17
1150,"JO'S BEER-WINE",422040-9934,"Farro Salad",80.17
1151,"JO'S BEER-WINE",422040-9934,Rose,660.17
1152,"JO'S BEER-WINE",422040-9934,Budweiser,240.17
1153,"KENTLANDS GOURMET",457142-3666,"Coca Cola",550.17
1154,"KENTLANDS GOURMET",457142-3666,"Bud Light",260.17
1155,"KENTLANDS GOURMET",457142-3666,Steak,500.17
1156,"KENTLANDS GOURMET",457142-3666,Milestones,690.17
1157,"KENTLANDS GOURMET",457142-3666,"Diet Pepsi",590.17
1158,"KENTLANDS GOURMET",457142-3666,"Pastrami Hash",530.17
1159,"KENTLANDS GOURMET",457142-3666,"Blue Moon",320.17
1160,"KENTLANDS GOURMET",457142-3666,"French Toast",480.17
1161,"KENTLANDS GOURMET",457142-3666,"Pabst Blue Ribbon",110.17
1162,"KENTLANDS GOURMET",457142-3666,"Mountain Dew",570.17
1163,"KENTLANDS GOURMET",457142-3666,"Lamb Chops",540.17
1164,"KENTLANDS GOURMET",457142-3666,"Bud Ice",120.17
1165,"Khoroshaya Ideya",627149-2743,"French fries",10.17
1166,"Khoroshaya Ideya",627149-2743,"Extra Yanjing",280.17
1167,"Khoroshaya Ideya",627149-2743,"Dos Equis",330.17
1168,"Khoroshaya Ideya",627149-2743,"Onion rings",20.17
1169,"Khoroshaya Ideya",627149-2743,Heineken,160.17
1170,"Khoroshaya Ideya",627149-2743,"Chicken Buger",440.17
1171,"Khoroshaya Ideya",627149-2743,Icehouse,360.17
1172,"Khoroshaya Ideya",627149-2743,"Modelo Especial",200.17
1173,"Khoroshaya Ideya",627149-2743,Guinness,390.17
1174,"Khoroshaya Ideya",627149-2743,"Yuengling Lager",310.17
1175,"Khoroshaya Ideya",627149-2743,"Natural Light",190.17
1176,"Kings Stores",905752-1115,"Iresh Breakfast",510.17
1177,"Kings Stores",905752-1115,Nachos,30.17
1178,"Kings Stores",905752-1115,Red,650.17
1179,"Kings Stores",905752-1115,"Miller High Life",140.17
1180,"Kings Stores",905752-1115,"Diet Dr Pepper",600.17
1181,"Kings Stores",905752-1115,Jameson,710.17
1182,"Kings Stores",905752-1115,Pepsi-Cola,560.17
1183,"Kings Stores",905752-1115,Tsingtao,290.17
1184,"Kings Stores",905752-1115,Prosscco,680.17
1185,"Kings Stores",905752-1115,"Miller Lite",230.17
1186,"Kings Stores",905752-1115,"Corona Light",370.17
1187,"KINGSVIEW CLUB",047272-1463,PEARLRIVER,300.17
1188,"KINGSVIEW CLUB",047272-1463,"Mello Yello",620.17
1189,"KINGSVIEW CLUB",047272-1463,"Stella Artois",130.17
1190,"KINGSVIEW CLUB",047272-1463,Omelet,520.17
1191,"KINGSVIEW CLUB",047272-1463,"Fried Pickles",410.17
1192,"KINGSVIEW CLUB",047272-1463,"Coors Light",250.17
1193,"KINGSVIEW CLUB",047272-1463,"Michelob Ultra",210.17
1194,"KINGSVIEW CLUB",047272-1463,Fanta,610.17
1195,"KINGSVIEW CLUB",047272-1463,"Bulleit 10YR",730.17
1196,"KINGSVIEW CLUB",047272-1463,Wings,40.17
1197,"KINGSVIEW CLUB",047272-1463,"Mozzarella sticks",50.17
1198,"KINGSVIEW CLUB",047272-1463,"Chicken Pot Pie",470.17
1199,"KOREAN KORNER",252115-9828,"Corona Extra",229.18
1200,"KOREAN KORNER",252115-9828,"7 Up",639.18
1201,"KOREAN KORNER",252115-9828,"Cheese Buger",439.18
1202,"KOREAN KORNER",252115-9828,"Busch Light",189.18
1203,"KOREAN KORNER",252115-9828,"Coors Banquet",349.18
1204,"KOREAN KORNER",252115-9828,"Diet Pepsi",599.18
1205,"KOREAN KORNER",252115-9828,"Extra Yanjing",289.18
1206,"KOREAN KORNER",252115-9828,"Dos Equis",339.18
1207,"KOREAN KORNER",252115-9828,"French Toast",489.18
1208,"KOREAN KORNER",252115-9828,Busch,179.18
1209,"KOREAN KORNER",252115-9828,"Coors Light",259.18
1210,"KWIK BAR & GRILL",343655-3428,"Mozzarella sticks",59.18
1211,"KWIK BAR & GRILL",343655-3428,"Corona Light",379.18
1212,"KWIK BAR & GRILL",343655-3428,"Chicken Pot Pie",479.18
1213,"KWIK BAR & GRILL",343655-3428,"Bud Ice",129.18
1214,"KWIK BAR & GRILL",343655-3428,"Fish & Chip",429.18
1215,"KWIK BAR & GRILL",343655-3428,Quesadillas,69.18
1216,"KWIK BAR & GRILL",343655-3428,Snow,279.18
1217,"KWIK BAR & GRILL",343655-3428,"Miller High Life",149.18
1218,"KWIK BAR & GRILL",343655-3428,Monster,649.18
1219,"KWIK BAR & GRILL",343655-3428,"Stella Artois",139.18
1220,"KWIK BAR & GRILL",343655-3428,Pancakes,499.18
1221,"KWIK BAR & GRILL",343655-3428,"Natural Ice",109.18
1222,"L’avant comptoir du marché",508969-5034,"Pastrami Hash",539.18
1223,"L’avant comptoir du marché",508969-5034,"Fried Pickles",419.18
1224,"L’avant comptoir du marché",508969-5034,Milestones,699.18
1225,"L’avant comptoir du marché",508969-5034,Nachos,39.18
1226,"L’avant comptoir du marché",508969-5034,"Mello Yello",629.18
1227,"L’avant comptoir du marché",508969-5034,"Modelo Especial",209.18
1228,"L’avant comptoir du marché",508969-5034,"Bud Light",269.18
1229,"L’avant comptoir du marché",508969-5034,"Artichoke dip",79.18
1230,"L’avant comptoir du marché",508969-5034,Fanta,619.18
1231,"L’avant comptoir du marché",508969-5034,Omelet,529.18
1232,"L’avant comptoir du marché",508969-5034,Icehouse,369.18
1233,"L’avant comptoir du marché",508969-5034,Budweiser,249.18
1234,"La Commune",273086-1339,Steak,509.18
1235,"La Commune",273086-1339,"Iresh Breakfast",519.18
1236,"La Commune",273086-1339,Tsingtao,299.18
1237,"La Commune",273086-1339,"Chicken Buger",449.18
1238,"La Commune",273086-1339,Prosscco,689.18
1239,"La Commune",273086-1339,"Blue Moon",329.18
1240,"La Commune",273086-1339,Sprite,589.18
1241,"La Commune",273086-1339,Bakers,729.18
1242,"La Commune",273086-1339,"Onion rings",29.18
1243,"La Commune",273086-1339,White,679.18
1244,"La Commune",273086-1339,"Corpse Reviver 212",709.18
1245,"LA FERME",978070-9847,"Tater Tots",409.18
1246,"LA FERME",978070-9847,Wings,49.18
1247,"LA FERME",978070-9847,Red,659.18
1248,"LA FERME",978070-9847,"Lamb Chops",549.18
1249,"LA FERME",978070-9847,"Yuengling Lager",319.18
1250,"LA FERME",978070-9847,"Michelob Ultra",219.18
1251,"LA FERME",978070-9847,"Strawberry Cheesecake",469.18
1252,"LA FERME",978070-9847,"Coca Cola",559.18
1253,"LA FERME",978070-9847,"Purple Rain",749.18
1254,"LA FERME",978070-9847,"Farro Salad",89.18
1255,"LA FERME",978070-9847,"Miller Lite",239.18
1256,"La Fine Mousse",234798-4284,"Chicken Buger",449.29
1257,"La Fine Mousse",234798-4284,Tsingtao,299.29
1258,"La Fine Mousse",234798-4284,"Busch Light",189.29
1259,"La Fine Mousse",234798-4284,Heineken,169.29
1260,"La Fine Mousse",234798-4284,Nachos,39.29
1261,"La Fine Mousse",234798-4284,"Diet Dr Pepper",609.29
1262,"La Fine Mousse",234798-4284,"Purple Rain",749.29
1263,"La Fine Mousse",234798-4284,"Pastrami Hash",539.29
1264,"La Fine Mousse",234798-4284,Fanta,619.29
1265,"La Fine Mousse",234798-4284,Bakers,729.29
1266,"La Fine Mousse",234798-4284,"Artichoke dip",79.29
1267,"La Fontaine de Belleville",035952-6936,Busch,179.29
1268,"La Fontaine de Belleville",035952-6936,"Chicken Pot Pie",479.29
1269,"La Fontaine de Belleville",035952-6936,"Tater Tots",409.29
1270,"La Fontaine de Belleville",035952-6936,Icehouse,369.29
1271,"La Fontaine de Belleville",035952-6936,"Lamb Chops",549.29
1272,"La Fontaine de Belleville",035952-6936,"Natural Light",199.29
1273,"La Fontaine de Belleville",035952-6936,"Mountain Dew",579.29
1274,"La Fontaine de Belleville",035952-6936,"Bulleit 10YR",739.29
1275,"La Fontaine de Belleville",035952-6936,Guinness,399.29
1276,"LA MADELEINE",027174-2033,"Yuengling Lager",319.29
1277,"LA MADELEINE",027174-2033,"Extra Yanjing",289.29
1278,"LA MADELEINE",027174-2033,"Stella Artois",139.29
1279,"LA MADELEINE",027174-2033,"Coors Banquet",349.29
1280,"LA MADELEINE",027174-2033,Jameson,719.29
1281,"LA MADELEINE",027174-2033,"Coca Cola",559.29
1282,"LA MADELEINE",027174-2033,"Corona Extra",229.29
1283,"LA MADELEINE",027174-2033,"Onion rings",29.29
1284,"LA MADELEINE",027174-2033,"Dos Equis",339.29
1285,"LA MADELEINE",027174-2033,"Mozzarella sticks",59.29
1286,"La Mezcaleria",059219-3288,Sprite,589.29
1287,"La Mezcaleria",059219-3288,"Farro Salad",89.29
1288,"La Mezcaleria",059219-3288,"Iresh Breakfast",519.29
1289,"La Mezcaleria",059219-3288,"Diet Pepsi",599.29
1290,"La Mezcaleria",059219-3288,"Miller High Life",149.29
1291,"La Mezcaleria",059219-3288,Monster,649.29
1292,"La Mezcaleria",059219-3288,Wings,49.29
1293,"La Mezcaleria",059219-3288,"Keystone Light",159.29
1294,"La Mezcaleria",059219-3288,Snow,279.29
1295,"La Mezcaleria",059219-3288,"Coors Light",259.29
1296,"La Mezcaleria",059219-3288,"Fried Pickles",419.29
1297,"La Mezcaleria",059219-3288,"Mil’s Best Ice",389.29
1298,"LA PANETTERIA ",189702-8542,"Miller Lite",239.29
1299,"LA PANETTERIA ",189702-8542,"Fish & Chip",429.29
1300,"LA PANETTERIA ",189702-8542,"Mello Yello",629.29
1301,"LA PANETTERIA ",189702-8542,"7 Up",639.29
1302,"LA PANETTERIA ",189702-8542,PEARLRIVER,309.29
1303,"LA PANETTERIA ",189702-8542,Red,659.29
1304,"LA PANETTERIA ",189702-8542,"Bud Light",269.29
1305,"LA PANETTERIA ",189702-8542,Omelet,529.29
1306,"LA PANETTERIA ",189702-8542,"Michelob Ultra",219.29
1307,"LA PANETTERIA ",189702-8542,Rose,669.29
1308,"LA PANETTERIA ",189702-8542,White,679.29
1309,"LA PANETTERIA ",189702-8542,"Blue Moon",329.29
1310,"LA PANETTERIA ",189702-8542,"Cheesecake eggrolls",459.29
1311,"L'Avant Comptoir de la Mer",972787-2484,"Blue Moon",324.81
1312,"L'Avant Comptoir de la Mer",972787-2484,"Natural Ice",104.81
1313,"L'Avant Comptoir de la Mer",972787-2484,"Onion rings",24.81
1314,"L'Avant Comptoir de la Mer",972787-2484,"Diet Dr Pepper",604.81
1315,"L'Avant Comptoir de la Mer",972787-2484,"Iresh Breakfast",514.81
1316,"L'Avant Comptoir de la Mer",972787-2484,Pancakes,494.81
1317,"L'Avant Comptoir de la Mer",972787-2484,Red,654.81
1318,"L'Avant Comptoir de la Mer",972787-2484,Prosscco,684.81
1319,"L'Avant Comptoir de la Mer",972787-2484,Heineken,164.81
1320,"L'Avant Comptoir de la Mer",972787-2484,"Artichoke dip",74.81
1321,"Le CopperBay",146626-5681,Steak,504.81
1322,"Le CopperBay",146626-5681,Nachos,34.81
1323,"Le CopperBay",146626-5681,Bakers,724.81
1324,"Le CopperBay",146626-5681,"Coors Light",254.81
1325,"Le CopperBay",146626-5681,Omelet,524.81
1326,"Le CopperBay",146626-5681,"Coors Banquet",344.81
1327,"Le CopperBay",146626-5681,"Extra Yanjing",284.81
1328,"Le CopperBay",146626-5681,"Lamb Chops",544.81
1329,"Le CopperBay",146626-5681,"7 Up",634.81
