TransactionID,License,BillID,ItemID
34097,575493-8545,9717,1140
34098,575493-8545,9717,1137
34099,575493-8545,9717,1132
34100,575493-8545,9718,1135
34101,575493-8545,9718,1138
34102,575493-8545,9718,1140
34103,575493-8545,9718,1132
34104,575493-8545,9718,1137
34105,575493-8545,9719,1134
34106,575493-8545,9719,1139
34107,575493-8545,9720,1141
34108,575493-8545,9720,1134
34109,575493-8545,9721,1140
34110,575493-8545,9721,1134
34111,575493-8545,9721,1134
34112,575493-8545,9721,1130
34113,575493-8545,9721,1141
34114,575493-8545,9722,1133
34115,575493-8545,9722,1137
34116,575493-8545,9723,1138
34117,575493-8545,9723,1138
34118,575493-8545,9723,1136
34119,575493-8545,9723,1140
34120,575493-8545,9724,1137
34121,575493-8545,9724,1137
34122,575493-8545,9724,1136
34123,575493-8545,9724,1135
34124,575493-8545,9725,1140
34125,575493-8545,9725,1133
34126,575493-8545,9725,1131
34127,575493-8545,9725,1130
34128,575493-8545,9725,1132
34129,575493-8545,9726,1140
34130,575493-8545,9726,1141
34131,575493-8545,9726,1135
34132,575493-8545,9726,1134
34133,575493-8545,9727,1132
34134,575493-8545,9727,1137
34135,575493-8545,9728,1139
34136,575493-8545,9728,1134
34137,575493-8545,9728,1136
34138,575493-8545,9728,1137
34139,575493-8545,9728,1132
34140,575493-8545,9729,1131
34141,575493-8545,9729,1133
34142,575493-8545,9730,1139
34143,575493-8545,9730,1130
34144,575493-8545,9731,1131
34145,575493-8545,9731,1139
34146,575493-8545,9731,1140
34147,575493-8545,9732,1132
34148,575493-8545,9732,1138
34149,575493-8545,9732,1131
34150,575493-8545,9732,1137
34151,575493-8545,9733,1137
34152,575493-8545,9733,1130
34153,575493-8545,9733,1135
34154,575493-8545,9733,1133
34155,575493-8545,9734,1132
34156,575493-8545,9734,1133
34157,575493-8545,9734,1131
34158,575493-8545,9734,1131
34159,575493-8545,9735,1141
34160,575493-8545,9735,1136
34161,575493-8545,9735,1133
34162,575493-8545,9735,1134
34163,575493-8545,9735,1134
34164,575493-8545,9736,1132
34165,575493-8545,9736,1141
34166,575493-8545,9737,1133
34167,575493-8545,9737,1133
34168,575493-8545,9737,1133
34169,575493-8545,9737,1135
34170,575493-8545,9738,1133
34171,575493-8545,9738,1137
34172,575493-8545,9738,1137
34173,575493-8545,9738,1130
34174,575493-8545,9739,1139
34175,575493-8545,9739,1134
34176,575493-8545,9739,1132
34177,575493-8545,9740,1138
34178,575493-8545,9740,1131
34179,575493-8545,9740,1132
34180,575493-8545,9741,1140
34181,575493-8545,9741,1141
34182,575493-8545,9741,1138
34183,575493-8545,9741,1134
34184,575493-8545,9742,1135
34185,575493-8545,9742,1139
34186,575493-8545,9742,1131
34187,575493-8545,9742,1138
34188,575493-8545,9742,1134
34189,575493-8545,9743,1141
34190,575493-8545,9743,1134
34191,575493-8545,9744,1139
34192,575493-8545,9744,1141
34193,575493-8545,9745,1140
34194,575493-8545,9745,1133
34195,575493-8545,9745,1133
34196,575493-8545,9745,1133
34197,575493-8545,9745,1139
34198,575493-8545,9746,1130
34199,575493-8545,9746,1137
34200,575493-8545,9746,1134
34201,575493-8545,9746,1140
34202,575493-8545,9746,1135
34203,575493-8545,9747,1135
34204,575493-8545,9747,1134
34205,575493-8545,9748,1132
34206,575493-8545,9748,1137
34207,575493-8545,9748,1132
34208,575493-8545,9749,1137
34209,575493-8545,9749,1137
34210,575493-8545,9749,1132
34211,575493-8545,9750,1130
34212,575493-8545,9750,1141
34213,575493-8545,9750,1130
34214,575493-8545,9751,1130
34215,575493-8545,9751,1139
34216,575493-8545,9751,1134
34217,575493-8545,9752,1141
34218,575493-8545,9752,1133
34219,575493-8545,9752,1133
34220,575493-8545,9752,1138
34221,575493-8545,9752,1131
34222,575493-8545,9753,1130
34223,575493-8545,9753,1140
34224,575493-8545,9754,1130
34225,575493-8545,9754,1135
34226,575493-8545,9754,1133
34227,575493-8545,9755,1139
34228,575493-8545,9755,1135
34229,575493-8545,9755,1136
34230,575493-8545,9755,1137
34231,575493-8545,9756,1135
34232,575493-8545,9756,1137
34233,575493-8545,9756,1133
34234,575493-8545,9757,1141
34235,575493-8545,9757,1132
34236,575493-8545,9757,1141
34237,575493-8545,9757,1136
34238,575493-8545,9757,1136
34239,575493-8545,9758,1133
34240,575493-8545,9758,1131
34241,575493-8545,9758,1136
34242,575493-8545,9758,1131
34243,575493-8545,9758,1138
34244,575493-8545,9759,1133
34245,575493-8545,9759,1135
34246,575493-8545,9759,1131
34247,575493-8545,9759,1140
34248,575493-8545,9760,1131
34249,575493-8545,9760,1131
34250,575493-8545,9761,1141
34251,575493-8545,9761,1132
34252,575493-8545,9761,1132
34253,575493-8545,9761,1138
34254,575493-8545,9762,1137
34255,575493-8545,9762,1138
34256,575493-8545,9762,1136
34257,575493-8545,9762,1134
34258,575493-8545,9762,1134
34259,575493-8545,9763,1132
34260,575493-8545,9763,1140
34261,575493-8545,9763,1140
34262,575493-8545,9763,1138
34263,575493-8545,9763,1136
34264,575493-8545,9764,1131
34265,575493-8545,9764,1135
34266,575493-8545,9765,1136
34267,575493-8545,9765,1131
34268,575493-8545,9766,1139
34269,575493-8545,9766,1140
34270,575493-8545,9766,1135
34271,575493-8545,9767,1141
34272,575493-8545,9767,1139
34273,575493-8545,9767,1140
34274,575493-8545,9767,1141
34275,575493-8545,9768,1141
34276,575493-8545,9768,1134
34277,575493-8545,9768,1132
34278,575493-8545,9768,1140
34279,575493-8545,9769,1130
34280,575493-8545,9769,1136
34281,575493-8545,9769,1134
34282,575493-8545,9769,1132
34283,575493-8545,9769,1134
34284,575493-8545,9770,1135
34285,575493-8545,9770,1136
34286,575493-8545,9770,1135
34287,575493-8545,9770,1137
34288,575493-8545,9771,1140
34289,575493-8545,9771,1141
34290,575493-8545,9771,1131
34291,575493-8545,9771,1135
34292,575493-8545,9771,1137
34293,575493-8545,9772,1135
34294,575493-8545,9772,1136
34295,575493-8545,9772,1137
34296,575493-8545,9773,1140
34297,575493-8545,9773,1139
34298,575493-8545,9773,1130
34299,575493-8545,9773,1132
34300,575493-8545,9774,1130
34301,575493-8545,9774,1141
34302,575493-8545,9774,1139
34303,575493-8545,9774,1140
34304,575493-8545,9775,1133
34305,575493-8545,9775,1140
34306,575493-8545,9775,1134
34307,575493-8545,9775,1134
34308,575493-8545,9775,1140
34309,575493-8545,9776,1137
34310,575493-8545,9776,1140
34311,575493-8545,9776,1137
34312,575493-8545,9777,1138
34313,575493-8545,9777,1137
34314,575493-8545,9777,1134
34315,575493-8545,9778,1139
34316,575493-8545,9778,1130
34317,575493-8545,9778,1131
34318,575493-8545,9779,1137
34319,575493-8545,9779,1139
34320,575493-8545,9779,1140
34321,575493-8545,9779,1135
34322,575493-8545,9779,1135
34323,575493-8545,9780,1140
34324,575493-8545,9780,1134
34325,575493-8545,9781,1141
34326,575493-8545,9781,1139
34327,575493-8545,9781,1139
34328,575493-8545,9781,1140
34329,575493-8545,9781,1136
34330,575493-8545,9782,1139
34331,575493-8545,9782,1141
34332,575493-8545,9783,1130
34333,575493-8545,9783,1130
34334,575493-8545,9783,1130
34335,575493-8545,9784,1133
34336,575493-8545,9784,1137
34337,575493-8545,9784,1139
34338,575493-8545,9785,1139
34339,575493-8545,9785,1130
34340,575493-8545,9785,1141
34341,575493-8545,9785,1141
34342,575493-8545,9786,1134
34343,575493-8545,9786,1135
34344,575493-8545,9787,1141
34345,575493-8545,9787,1140
34346,575493-8545,9788,1141
34347,575493-8545,9788,1139
34348,575493-8545,9788,1140
34349,575493-8545,9788,1130
34350,575493-8545,9788,1133
34351,575493-8545,9789,1140
34352,575493-8545,9789,1130
34353,575493-8545,9789,1131
34354,575493-8545,9790,1141
34355,575493-8545,9790,1134
34356,575493-8545,9790,1136
34357,575493-8545,9790,1138
34358,575493-8545,9791,1134
34359,575493-8545,9791,1133
34360,575493-8545,9791,1131
34361,575493-8545,9791,1133
34362,575493-8545,9792,1136
34363,575493-8545,9792,1138
34364,575493-8545,9792,1138
34365,575493-8545,9792,1138
34366,575493-8545,9792,1141
34367,036932-8331,9793,1531
34368,036932-8331,9793,1532
34369,036932-8331,9793,1529
34370,036932-8331,9793,1527
34371,036932-8331,9793,1522
34372,036932-8331,9794,1524
34373,036932-8331,9794,1525
34374,036932-8331,9794,1525
34375,036932-8331,9795,1522
34376,036932-8331,9795,1524
34377,036932-8331,9795,1530
34378,036932-8331,9795,1527
34379,036932-8331,9796,1530
34380,036932-8331,9796,1527
34381,036932-8331,9797,1527
34382,036932-8331,9797,1521
34383,036932-8331,9798,1529
34384,036932-8331,9798,1521
34385,036932-8331,9799,1530
34386,036932-8331,9799,1525
34387,036932-8331,9799,1532
34388,036932-8331,9799,1525
34389,036932-8331,9799,1526
34390,036932-8331,9800,1528
34391,036932-8331,9800,1527
34392,036932-8331,9801,1528
34393,036932-8331,9801,1528
34394,036932-8331,9801,1528
34395,036932-8331,9801,1529
34396,036932-8331,9802,1521
34397,036932-8331,9802,1523
34398,036932-8331,9802,1526
34399,036932-8331,9802,1522
34400,036932-8331,9803,1530
34401,036932-8331,9803,1522
34402,036932-8331,9803,1523
34403,036932-8331,9803,1523
34404,036932-8331,9804,1530
34405,036932-8331,9804,1530
34406,036932-8331,9804,1528
34407,036932-8331,9805,1530
34408,036932-8331,9805,1527
34409,036932-8331,9806,1523
34410,036932-8331,9806,1526
34411,036932-8331,9806,1530
34412,036932-8331,9806,1530
34413,036932-8331,9806,1522
34414,036932-8331,9807,1531
34415,036932-8331,9807,1523
34416,036932-8331,9808,1526
34417,036932-8331,9808,1531
34418,036932-8331,9808,1529
34419,036932-8331,9808,1531
34420,036932-8331,9809,1529
34421,036932-8331,9809,1532
34422,036932-8331,9809,1527
34423,036932-8331,9809,1523
34424,036932-8331,9809,1524
34425,036932-8331,9810,1531
34426,036932-8331,9810,1527
34427,036932-8331,9811,1530
34428,036932-8331,9811,1525
34429,036932-8331,9812,1526
34430,036932-8331,9812,1521
34431,036932-8331,9812,1523
34432,036932-8331,9813,1530
34433,036932-8331,9813,1527
34434,036932-8331,9813,1528
34435,036932-8331,9813,1522
34436,036932-8331,9814,1526
34437,036932-8331,9814,1532
34438,036932-8331,9814,1532
34439,036932-8331,9814,1530
34440,036932-8331,9814,1526
34441,036932-8331,9815,1524
34442,036932-8331,9815,1524
34443,036932-8331,9815,1522
34444,036932-8331,9815,1521
34445,036932-8331,9815,1527
34446,036932-8331,9816,1531
34447,036932-8331,9816,1527
34448,036932-8331,9816,1526
34449,036932-8331,9817,1527
34450,036932-8331,9817,1525
34451,036932-8331,9817,1528
34452,036932-8331,9818,1532
34453,036932-8331,9818,1531
34454,036932-8331,9818,1530
34455,036932-8331,9818,1529
34456,036932-8331,9819,1525
34457,036932-8331,9819,1529
34458,036932-8331,9819,1527
34459,036932-8331,9820,1528
34460,036932-8331,9820,1523
34461,036932-8331,9820,1527
34462,036932-8331,9820,1528
34463,036932-8331,9820,1530
34464,036932-8331,9821,1530
34465,036932-8331,9821,1526
34466,036932-8331,9821,1532
34467,036932-8331,9822,1521
34468,036932-8331,9822,1524
34469,036932-8331,9822,1530
34470,036932-8331,9823,1530
34471,036932-8331,9823,1527
34472,036932-8331,9823,1527
34473,036932-8331,9823,1525
34474,036932-8331,9823,1525
34475,036932-8331,9824,1525
34476,036932-8331,9824,1528
34477,036932-8331,9825,1525
34478,036932-8331,9825,1527
34479,036932-8331,9825,1525
34480,036932-8331,9826,1527
34481,036932-8331,9826,1527
34482,036932-8331,9826,1523
34483,036932-8331,9826,1524
34484,036932-8331,9827,1524
34485,036932-8331,9827,1524
34486,036932-8331,9827,1527
34487,036932-8331,9827,1530
34488,036932-8331,9828,1523
34489,036932-8331,9828,1523
34490,036932-8331,9828,1531
34491,036932-8331,9829,1522
34492,036932-8331,9829,1521
34493,036932-8331,9830,1522
34494,036932-8331,9830,1532
34495,036932-8331,9830,1525
34496,036932-8331,9831,1527
34497,036932-8331,9831,1531
34498,036932-8331,9832,1522
34499,036932-8331,9832,1526
34500,036932-8331,9832,1531
34501,036932-8331,9832,1529
34502,036932-8331,9833,1522
34503,036932-8331,9833,1523
34504,036932-8331,9834,1531
34505,036932-8331,9834,1523
34506,036932-8331,9834,1530
34507,036932-8331,9835,1527
34508,036932-8331,9835,1525
34509,036932-8331,9835,1532
34510,036932-8331,9836,1532
34511,036932-8331,9836,1524
34512,036932-8331,9836,1532
34513,036932-8331,9836,1524
34514,036932-8331,9836,1521
34515,036932-8331,9837,1524
34516,036932-8331,9837,1522
34517,036932-8331,9837,1521
34518,036932-8331,9838,1521
34519,036932-8331,9838,1530
34520,036932-8331,9838,1529
34521,036932-8331,9839,1524
34522,036932-8331,9839,1531
34523,036932-8331,9840,1526
34524,036932-8331,9840,1521
34525,036932-8331,9840,1529
34526,036932-8331,9840,1523
34527,036932-8331,9841,1522
34528,036932-8331,9841,1529
34529,036932-8331,9841,1522
34530,036932-8331,9841,1524
34531,036932-8331,9841,1528
34532,036932-8331,9842,1531
34533,036932-8331,9842,1527
34534,036932-8331,9842,1530
34535,036932-8331,9842,1530
34536,036932-8331,9843,1523
34537,036932-8331,9843,1528
34538,036932-8331,9844,1532
34539,036932-8331,9844,1527
34540,036932-8331,9844,1524
34541,036932-8331,9845,1522
34542,036932-8331,9845,1526
34543,036932-8331,9845,1529
34544,036932-8331,9846,1526
34545,036932-8331,9846,1524
34546,036932-8331,9846,1524
34547,036932-8331,9846,1528
34548,036932-8331,9847,1530
34549,036932-8331,9847,1526
34550,036932-8331,9847,1527
34551,036932-8331,9847,1523
34552,036932-8331,9848,1524
34553,036932-8331,9848,1523
34554,036932-8331,9849,1521
34555,036932-8331,9849,1528
34556,036932-8331,9850,1525
34557,036932-8331,9850,1528
34558,036932-8331,9850,1531
34559,036932-8331,9850,1523
34560,036932-8331,9851,1531
34561,036932-8331,9851,1526
34562,036932-8331,9851,1528
34563,036932-8331,9851,1531
34564,036932-8331,9851,1529
34565,036932-8331,9852,1531
34566,036932-8331,9852,1523
34567,036932-8331,9852,1528
34568,036932-8331,9852,1530
34569,036932-8331,9852,1529
34570,036932-8331,9853,1528
34571,036932-8331,9853,1522
34572,036932-8331,9853,1522
34573,036932-8331,9853,1530
34574,036932-8331,9853,1522
34575,036932-8331,9854,1527
34576,036932-8331,9854,1532
34577,036932-8331,9854,1529
34578,036932-8331,9854,1521
34579,036932-8331,9854,1524
34580,036932-8331,9855,1526
34581,036932-8331,9855,1527
34582,036932-8331,9855,1525
34583,036932-8331,9855,1521
34584,036932-8331,9856,1528
34585,036932-8331,9856,1532
34586,036932-8331,9856,1523
34587,036932-8331,9856,1530
34588,036932-8331,9857,1524
34589,036932-8331,9857,1531
34590,036932-8331,9857,1530
34591,036932-8331,9857,1527
34592,036932-8331,9857,1531
34593,036932-8331,9858,1521
34594,036932-8331,9858,1532
34595,036932-8331,9858,1528
34596,036932-8331,9858,1524
34597,036932-8331,9859,1527
34598,036932-8331,9859,1526
34599,036932-8331,9859,1529
34600,036932-8331,9860,1521
34601,036932-8331,9860,1524
34602,036932-8331,9860,1531
34603,036932-8331,9860,1529
34604,036932-8331,9861,1524
34605,036932-8331,9861,1524
34606,036932-8331,9861,1523
34607,036932-8331,9862,1523
34608,036932-8331,9862,1529
34609,036932-8331,9863,1529
34610,036932-8331,9863,1528
34611,036932-8331,9863,1526
34612,036932-8331,9863,1527
34613,036932-8331,9863,1527
34614,036932-8331,9864,1529
34615,036932-8331,9864,1521
34616,036932-8331,9865,1529
34617,036932-8331,9865,1525
34618,036932-8331,9865,1530
34619,036932-8331,9865,1523
34620,036932-8331,9865,1531
34621,036932-8331,9866,1527
34622,036932-8331,9866,1530
34623,036932-8331,9866,1524
34624,036932-8331,9867,1524
34625,036932-8331,9867,1529
34626,036932-8331,9867,1522
34627,036932-8331,9867,1529
34628,036932-8331,9867,1521
34629,036932-8331,9868,1521
34630,036932-8331,9868,1531
34631,036932-8331,9869,1527
34632,036932-8331,9869,1529
34633,036932-8331,9870,1523
34634,036932-8331,9870,1528
34635,036932-8331,9870,1525
34636,036932-8331,9871,1522
34637,036932-8331,9871,1529
34638,036932-8331,9871,1529
34639,036932-8331,9871,1531
34640,036932-8331,9872,1531
34641,036932-8331,9872,1530
34642,036932-8331,9872,1522
34643,036932-8331,9872,1530
34644,036932-8331,9873,1523
34645,036932-8331,9873,1532
34646,036932-8331,9873,1529
34647,036932-8331,9874,1531
34648,036932-8331,9874,1525
34649,036932-8331,9874,1528
34650,036932-8331,9874,1524
34651,036932-8331,9874,1531
34652,036932-8331,9875,1522
34653,036932-8331,9875,1531
34654,036932-8331,9875,1530
34655,036932-8331,9875,1522
34656,036932-8331,9875,1527
34657,036932-8331,9876,1528
34658,036932-8331,9876,1528
34659,036932-8331,9876,1525
34660,036932-8331,9876,1527
34661,036932-8331,9877,1528
34662,036932-8331,9877,1529
34663,036932-8331,9877,1525
34664,036932-8331,9877,1524
34665,036932-8331,9878,1532
34666,036932-8331,9878,1524
34667,036932-8331,9878,1521
34668,036932-8331,9878,1521
34669,036932-8331,9879,1527
34670,036932-8331,9879,1527
34671,036932-8331,9879,1524
34672,978070-9847,9880,1247
34673,978070-9847,9880,1246
34674,978070-9847,9880,1250
34675,978070-9847,9880,1251
34676,978070-9847,9881,1255
34677,978070-9847,9881,1255
34678,978070-9847,9882,1248
34679,978070-9847,9882,1255
34680,978070-9847,9882,1253
34681,978070-9847,9883,1250
34682,978070-9847,9883,1249
34683,978070-9847,9883,1254
34684,978070-9847,9884,1254
34685,978070-9847,9884,1254
34686,978070-9847,9884,1252
34687,978070-9847,9885,1248
34688,978070-9847,9885,1252
34689,978070-9847,9885,1248
34690,978070-9847,9885,1251
34691,978070-9847,9886,1254
34692,978070-9847,9886,1255
34693,978070-9847,9886,1246
34694,978070-9847,9886,1245
34695,978070-9847,9887,1251
34696,978070-9847,9887,1251
34697,978070-9847,9888,1254
34698,978070-9847,9888,1247
34699,978070-9847,9889,1250
34700,978070-9847,9889,1254
34701,978070-9847,9890,1246
34702,978070-9847,9890,1253
34703,978070-9847,9890,1252
34704,978070-9847,9891,1254
34705,978070-9847,9891,1253
34706,978070-9847,9892,1251
34707,978070-9847,9892,1249
34708,978070-9847,9893,1252
34709,978070-9847,9893,1251
34710,978070-9847,9893,1254
34711,978070-9847,9894,1250
34712,978070-9847,9894,1251
34713,978070-9847,9894,1255
34714,978070-9847,9895,1253
34715,978070-9847,9895,1247
34716,978070-9847,9896,1245
34717,978070-9847,9896,1249
34718,978070-9847,9896,1248
34719,978070-9847,9896,1248
34720,978070-9847,9897,1255
34721,978070-9847,9897,1245
34722,978070-9847,9897,1249
34723,978070-9847,9897,1252
34724,978070-9847,9898,1255
34725,978070-9847,9898,1253
34726,978070-9847,9899,1249
34727,978070-9847,9899,1253
34728,978070-9847,9899,1249
34729,978070-9847,9899,1251
34730,978070-9847,9899,1252
34731,978070-9847,9900,1250
34732,978070-9847,9900,1246
34733,978070-9847,9900,1253
34734,978070-9847,9900,1253
34735,978070-9847,9901,1246
34736,978070-9847,9901,1250
34737,978070-9847,9901,1246
34738,978070-9847,9901,1245
34739,978070-9847,9902,1250
34740,978070-9847,9902,1253
34741,978070-9847,9902,1248
34742,978070-9847,9903,1246
34743,978070-9847,9903,1246
34744,978070-9847,9903,1249
34745,978070-9847,9904,1251
34746,978070-9847,9904,1247
34747,978070-9847,9904,1252
34748,978070-9847,9904,1246
34749,978070-9847,9905,1253
34750,978070-9847,9905,1252
34751,978070-9847,9905,1252
34752,978070-9847,9906,1251
34753,978070-9847,9906,1255
34754,978070-9847,9906,1251
34755,978070-9847,9907,1253
34756,978070-9847,9907,1252
34757,978070-9847,9907,1252
34758,978070-9847,9908,1253
34759,978070-9847,9908,1246
34760,978070-9847,9908,1251
34761,978070-9847,9909,1246
34762,978070-9847,9909,1253
34763,978070-9847,9909,1249
34764,978070-9847,9909,1245
34765,978070-9847,9909,1252
34766,978070-9847,9910,1249
34767,978070-9847,9910,1254
34768,978070-9847,9910,1248
34769,978070-9847,9911,1251
34770,978070-9847,9911,1249
34771,978070-9847,9911,1252
34772,978070-9847,9911,1246
34773,978070-9847,9912,1250
34774,978070-9847,9912,1247
34775,978070-9847,9913,1249
34776,978070-9847,9913,1255
34777,978070-9847,9913,1254
34778,978070-9847,9913,1247
34779,978070-9847,9913,1246
34780,978070-9847,9914,1254
34781,978070-9847,9914,1247
34782,978070-9847,9914,1246
34783,978070-9847,9914,1255
34784,978070-9847,9914,1246
34785,978070-9847,9915,1253
34786,978070-9847,9915,1246
34787,978070-9847,9915,1246
34788,978070-9847,9916,1247
34789,978070-9847,9916,1254
34790,978070-9847,9916,1248
34791,978070-9847,9917,1249
34792,978070-9847,9917,1253
34793,978070-9847,9917,1246
34794,978070-9847,9918,1245
34795,978070-9847,9918,1247
34796,978070-9847,9918,1246
34797,978070-9847,9919,1246
34798,978070-9847,9919,1254
34799,978070-9847,9919,1253
34800,978070-9847,9919,1250
34801,978070-9847,9920,1254
34802,978070-9847,9920,1246
34803,978070-9847,9921,1245
34804,978070-9847,9921,1246
34805,978070-9847,9921,1254
34806,978070-9847,9922,1255
34807,978070-9847,9922,1250
34808,978070-9847,9922,1251
34809,978070-9847,9922,1249
34810,978070-9847,9922,1253
34811,978070-9847,9923,1254
34812,978070-9847,9923,1245
34813,978070-9847,9923,1249
34814,978070-9847,9923,1251
34815,978070-9847,9923,1246
34816,978070-9847,9924,1247
34817,978070-9847,9924,1251
34818,978070-9847,9925,1250
34819,978070-9847,9925,1245
34820,978070-9847,9926,1252
34821,978070-9847,9926,1246
34822,978070-9847,9926,1255
34823,978070-9847,9927,1253
34824,978070-9847,9927,1251
34825,978070-9847,9928,1250
34826,978070-9847,9928,1254
34827,978070-9847,9928,1249
34828,978070-9847,9929,1246
34829,978070-9847,9929,1250
34830,978070-9847,9929,1255
34831,978070-9847,9929,1250
34832,978070-9847,9930,1250
34833,978070-9847,9930,1246
34834,978070-9847,9930,1254
34835,978070-9847,9930,1250
34836,978070-9847,9931,1251
34837,978070-9847,9931,1245
34838,978070-9847,9931,1251
34839,978070-9847,9931,1246
34840,978070-9847,9932,1252
34841,978070-9847,9932,1250
34842,978070-9847,9932,1250
34843,978070-9847,9932,1255
34844,978070-9847,9933,1248
34845,978070-9847,9933,1248
34846,978070-9847,9933,1246
34847,978070-9847,9934,1253
34848,978070-9847,9934,1255
34849,978070-9847,9934,1255
34850,978070-9847,9935,1251
34851,978070-9847,9935,1252
34852,978070-9847,9935,1251
34853,978070-9847,9936,1251
34854,978070-9847,9936,1250
34855,978070-9847,9937,1249
34856,978070-9847,9937,1248
34857,978070-9847,9938,1253
34858,978070-9847,9938,1247
34859,978070-9847,9938,1253
34860,978070-9847,9938,1248
34861,978070-9847,9938,1246
34862,978070-9847,9939,1251
34863,978070-9847,9939,1246
34864,978070-9847,9939,1253
34865,978070-9847,9940,1249
34866,978070-9847,9940,1245
34867,978070-9847,9940,1245
34868,978070-9847,9940,1252
34869,978070-9847,9941,1253
34870,978070-9847,9941,1254
34871,978070-9847,9942,1247
34872,978070-9847,9942,1253
34873,978070-9847,9942,1250
34874,978070-9847,9942,1254
34875,978070-9847,9943,1246
34876,978070-9847,9943,1247
34877,978070-9847,9943,1246
34878,978070-9847,9943,1250
34879,978070-9847,9943,1247
34880,978070-9847,9944,1247
34881,978070-9847,9944,1246
34882,978070-9847,9944,1247
34883,978070-9847,9945,1255
34884,978070-9847,9945,1245
34885,978070-9847,9945,1248
34886,978070-9847,9945,1254
34887,978070-9847,9946,1250
34888,978070-9847,9946,1248
34889,978070-9847,9946,1246
34890,978070-9847,9946,1255
34891,978070-9847,9947,1247
34892,978070-9847,9947,1248
34893,978070-9847,9948,1250
34894,978070-9847,9948,1251
34895,978070-9847,9948,1251
34896,978070-9847,9948,1250
34897,978070-9847,9949,1251
34898,978070-9847,9949,1254
34899,978070-9847,9949,1247
34900,978070-9847,9949,1254
34901,978070-9847,9950,1254
34902,978070-9847,9950,1254
34903,978070-9847,9950,1254
34904,978070-9847,9950,1253
34905,978070-9847,9951,1254
34906,978070-9847,9951,1252
34907,978070-9847,9951,1253
34908,978070-9847,9951,1251
34909,978070-9847,9952,1251
34910,978070-9847,9952,1250
34911,978070-9847,9953,1246
34912,978070-9847,9953,1251
34913,978070-9847,9953,1255
34914,978070-9847,9954,1247
34915,978070-9847,9954,1248
34916,978070-9847,9955,1250
34917,978070-9847,9955,1254
34918,978070-9847,9955,1253
34919,978070-9847,9956,1253
34920,978070-9847,9956,1255
34921,978070-9847,9956,1253
34922,978070-9847,9956,1253
34923,978070-9847,9956,1252
34924,978070-9847,9957,1249
34925,978070-9847,9957,1253
34926,978070-9847,9958,1246
34927,978070-9847,9958,1248
34928,978070-9847,9958,1255
34929,978070-9847,9959,1247
34930,978070-9847,9959,1254
34931,978070-9847,9959,1249
34932,978070-9847,9960,1253
34933,978070-9847,9960,1250
34934,978070-9847,9960,1252
34935,978070-9847,9960,1251
34936,978070-9847,9961,1252
34937,978070-9847,9961,1254
34938,978070-9847,9961,1254
34939,978070-9847,9962,1255
34940,978070-9847,9962,1251
34941,978070-9847,9962,1251
34942,978070-9847,9962,1254
34943,204463-2632,9963,1658
34944,204463-2632,9963,1658
34945,204463-2632,9964,1657
34946,204463-2632,9964,1660
34947,204463-2632,9964,1661
34948,204463-2632,9965,1661
34949,204463-2632,9965,1655
34950,204463-2632,9965,1655
34951,204463-2632,9965,1659
34952,204463-2632,9965,1659
34953,204463-2632,9966,1661
34954,204463-2632,9966,1657
34955,204463-2632,9967,1665
34956,204463-2632,9967,1661
34957,204463-2632,9967,1658
34958,204463-2632,9968,1665
34959,204463-2632,9968,1660
34960,204463-2632,9968,1662
34961,204463-2632,9968,1659
34962,204463-2632,9968,1661
34963,204463-2632,9969,1660
34964,204463-2632,9969,1665
34965,204463-2632,9969,1664
34966,204463-2632,9969,1656
34967,204463-2632,9970,1658
34968,204463-2632,9970,1660
34969,204463-2632,9970,1665
34970,204463-2632,9971,1662
34971,204463-2632,9971,1662
34972,204463-2632,9971,1662
34973,204463-2632,9971,1659
34974,204463-2632,9972,1660
34975,204463-2632,9972,1655
34976,204463-2632,9972,1657
34977,204463-2632,9973,1658
34978,204463-2632,9973,1664
34979,204463-2632,9973,1662
34980,204463-2632,9973,1666
34981,204463-2632,9973,1659
34982,204463-2632,9974,1656
34983,204463-2632,9974,1660
34984,204463-2632,9975,1660
34985,204463-2632,9975,1665
34986,204463-2632,9975,1656
34987,204463-2632,9976,1662
34988,204463-2632,9976,1663
34989,204463-2632,9976,1658
34990,204463-2632,9976,1664
34991,204463-2632,9977,1666
34992,204463-2632,9977,1664
34993,204463-2632,9977,1661
34994,204463-2632,9977,1662
34995,204463-2632,9977,1665
34996,204463-2632,9978,1656
34997,204463-2632,9978,1663
34998,204463-2632,9978,1665
34999,204463-2632,9979,1660
35000,204463-2632,9979,1661
35001,204463-2632,9979,1665
35002,204463-2632,9980,1655
35003,204463-2632,9980,1655
35004,204463-2632,9981,1663
35005,204463-2632,9981,1661
35006,204463-2632,9981,1666
35007,204463-2632,9981,1666
35008,204463-2632,9982,1655
35009,204463-2632,9982,1657
35010,204463-2632,9982,1665
35011,204463-2632,9982,1662
35012,204463-2632,9983,1660
35013,204463-2632,9983,1661
35014,204463-2632,9983,1656
35015,204463-2632,9983,1659
35016,204463-2632,9983,1659
35017,204463-2632,9984,1666
35018,204463-2632,9984,1657
35019,204463-2632,9984,1665
35020,204463-2632,9984,1656
35021,204463-2632,9984,1666
35022,204463-2632,9985,1657
35023,204463-2632,9985,1660
35024,204463-2632,9985,1656
35025,204463-2632,9985,1665
35026,204463-2632,9986,1659
35027,204463-2632,9986,1659
35028,204463-2632,9987,1661
